"NO_ALUNO";"NU_CPF";"CO_CICLO_MATRICULA";"NO_STATUS_MATRICULA"
"GvxzGK OILubK iACnur";"37256196843";"2466005";"ABANDONO"
"pBniST FKZJru SuIjxi";"97338008766";"2466005";"ABANDONO"
"AAIKGz tIzAHY FAZSCD";"50368073478";"2466005";"ABANDONO"
"MadSZO pFDVLP NGeJPw";"47795721323";"2466005";"ABANDONO"
"MwrQKH eZajAs ZOVvdL";"96840834905";"2466005";"ABANDONO"
"dPtOGV Homrhk jptcdP";"24331244228";"2466005";"ABANDONO"
"MdxXRK zJsHPp WmJKEP";"15338094721";"2466005";"ABANDONO"
"CCtWSJ SgdgAH uGyijc";"74822716047";"2466005";"ABANDONO"
"dRCttc XAbaun ZwIjwC";"27170534171";"2466005";"ABANDONO"
"YIipcC leMpML coBlOk";"96302121493";"2466005";"ABANDONO"
"GgZwSt qHOuGW mnKZUW";"93743105491";"2466005";"ABANDONO"
"TEAIEN kpbwpy HfIQNf";"75005846026";"2466005";"ABANDONO"
"yCuwUu WhOvyy jBoARb";"94853197653";"2466005";"ABANDONO"
"KiqUVv znFEXH zqwMnW";"79477432197";"2466005";"ABANDONO"
"utsVyx OKbrNx dDNtzw";"71364244081";"2466005";"ABANDONO"
"tLipzj KzUaTZ iYoXeB";"54983910348";"2466005";"ABANDONO"
"JRFKnA TmwHbp iHEdaU";"14082330414";"2466005";"ABANDONO"
"nzcktk bpIQpx kZfLio";"66361251663";"2466005";"ABANDONO"
"vIMeSI pmfXkn oxNkHj";"09006831174";"2466005";"ABANDONO"
"qaBKSR QLeNer dFOvub";"82027232696";"2466005";"ABANDONO"
"MmZJMr GvmBBE keBDEI";"19278708507";"2466005";"ABANDONO"
"HvcywW YzLwGp PNeaTS";"66177545328";"2466005";"ABANDONO"
"ZUjVVa otGdpn YxdJdp";"52740232047";"2466005";"ABANDONO"
"FRPAKQ XSqAoj ZHlAxS";"79251046499";"2466005";"ABANDONO"
"crLnLj Sbkhvg VyBCSj";"09938308072";"2466005";"DESLIGADO"
"nJKwRv lXoLej zcXuYC";"91304452512";"2466005";"DESLIGADO"
"TzIYjH uqynLS tBbYDm";"83799795418";"2466005";"DESLIGADO"
"vcgTxg ZgStRT EBrZYI";"47700953121";"2466005";"CONCLUÍDA"
"CnwYgL SUteKe iMzubM";"84335263623";"808519";"CONCLUÍDA"
"qYnwqJ jFAlvx srsttZ";"34868584871";"808519";"ABANDONO"
"JwaXbH LdpcRz mfSoZb";"79258826271";"808519";"CONCLUÍDA"
"ZQeCbw SHmTYD PNhklz";"04301982646";"808519";"ABANDONO"
"aAUtHV xRTvfR EFAPSD";"57899281466";"808519";"ABANDONO"
"JyvfsL izMPbT FeeFWj";"48780508558";"808519";"CONCLUÍDA"
"MInZIP SiKFsn iZdTyY";"30130841636";"808519";"ABANDONO"
"gUkAwG ALDkhH VrDffn";"19812485091";"808519";"ABANDONO"
"OxflND XLmVEh hCGDbA";"62099095398";"808519";"ABANDONO"
"GUzLJx bVzHPm UsfPiQ";"54871847377";"808519";"ABANDONO"
"OpihqA dbGVYJ pHkMgR";"77520158455";"808519";"DESLIGADO"
"IzIsmT vfxGej gYtYCZ";"80558950224";"808519";"DESLIGADO"
"fOOyJV iYUxhL QmDJEQ";"88172212066";"808519";"DESLIGADO"
"fJHtiJ fkceYR obIaNW";"77000431253";"808519";"DESLIGADO"
"GyoJeI zKRohZ ZCtrYM";"50112518272";"808519";"ABANDONO"
"xyEzXH ACTgBw babiAX";"56029511700";"808519";"ABANDONO"
"eLmlZf vlAwzb jfcRIJ";"00598899802";"808519";"ABANDONO"
"BmYROS uunGpx ptTqyR";"39138141255";"808519";"ABANDONO"
"mQZmrk xHwMEa HXlAwd";"23093150225";"808519";"ABANDONO"
"wKPLPk ytfYqa knmwue";"76023748453";"808519";"ABANDONO"
"dgZbvy KmUstO LxRpod";"76456765266";"808519";"ABANDONO"
"qvbxQH sQdCFs JTjCYt";"36417325028";"808519";"ABANDONO"
"BLPxrZ IBJqfj NpKaEp";"56000561453";"808519";"ABANDONO"
"NcgRRl QsLXHL FPiEZy";"86288483334";"808519";"ABANDONO"
"ZwoYxu dvzSSO hWunjp";"91252320826";"808519";"ABANDONO"
"ArBcbN hWJDEB ukiJtP";"56362977919";"808519";"ABANDONO"
"cGblao EAfqPh hmvlAq";"71024276366";"808519";"ABANDONO"
"usWjRH ZrcNaP IxBlUa";"64145260172";"808519";"ABANDONO"
"EDQqeV yUhOWO GeOlkH";"59204654610";"808519";"ABANDONO"
"JJgScz GfeNcg feGufy";"18960609905";"808519";"CONCLUÍDA"
"gOoSgz GJhACN gVsARh";"66177532481";"808519";"CONCLUÍDA"
"QVsbJi swmrxl qeIrMa";"23185109874";"808519";"DESLIGADO"
"bGRfAn dRYEkM mKrbPD";"91257160071";"808519";"DESLIGADO"
"XXbZBj zxoWjt RoTUNa";"11437522532";"808519";"DESLIGADO"
"IhbkJM oonidK hwAiGH";"53647369211";"808519";"ABANDONO"
"THEFOR JNQVsr iMjWYP";"04806046532";"808519";"CONCLUÍDA"
"ukovoK sdYAZD DbxVme";"66477824039";"808519";"CONCLUÍDA"
"hnGRCd hiAaHz eUQIDW";"40001493937";"808519";"ABANDONO"
"rKZFub UlOwHW guMZsL";"68956037664";"808519";"ABANDONO"
"aetiXI biQJTW EYRJHa";"03752542192";"808519";"ABANDONO"
"qbdxJn wMSBKU uWnlaU";"41479449899";"808519";"ABANDONO"
"nWOnhS NaaOVO kFKVle";"79580461869";"808519";"ABANDONO"
"WeLZKU pyRFGD XCjStD";"59922883666";"808519";"ABANDONO"
"Mougzh SDNSjN JUNUcW";"29839410891";"808519";"ABANDONO"
"kGAtwK UPZCaG QIXgXJ";"17832917128";"808519";"CONCLUÍDA"
"xhoxAD SAQAit IhuSnY";"66813301855";"808519";"CONCLUÍDA"
"oZwjTa FjcXyD vZIKIu";"56377283853";"808519";"CONCLUÍDA"
"HlEAUa fCOblo fTpmIE";"29143529749";"808519";"CONCLUÍDA"
"xOamhd xaNyCC YeuMXt";"09005794334";"808519";"CONCLUÍDA"
"CamloP EykFUn mqWReF";"24714849731";"808519";"CONCLUÍDA"
"BGcVBr UamiFE XXmkHo";"97295089590";"808519";"ABANDONO"
"nvjZtr KpxsWh gYcTYa";"84412873888";"808519";"ABANDONO"
"RWXZWx FgSIOi nMBnnu";"38260824236";"808519";"ABANDONO"
"lmdibs TTMycV pGMlWq";"42592536271";"808519";"ABANDONO"
"kfZfjh OszeJH pNqJsa";"31225184734";"808519";"ABANDONO"
"XihoVv OlgcGS bBdJve";"61782623773";"808519";"ABANDONO"
"mpiFoS GYUAHc kArvNb";"37782909988";"808519";"ABANDONO"
"gdhlBi SmnqgL JgZaLG";"85973678459";"808519";"ABANDONO"
"zNAoVM xEDTEL YlYOBe";"29969686560";"808519";"CONCLUÍDA"
"wnbOaW DXymdj AAdteI";"05757530552";"808519";"CONCLUÍDA"
"AFIebD cJbTfG MTfxAH";"89357918304";"808519";"CONCLUÍDA"
"bfGyvS bBWgtc TunqFI";"05874483027";"808519";"CONCLUÍDA"
"FFMDcE uuFwaP NLnuOq";"68800928286";"808519";"ABANDONO"
"yeYUYR ObFVAr LIFaCS";"76661426983";"808519";"ABANDONO"
"yCWwHn bGZSJm BhrCWs";"52844463560";"808519";"CONCLUÍDA"
"JdrsGW YyYNXb pbeJHp";"59597061491";"808519";"ABANDONO"
"iNAlxC vztNJA gudQeH";"88486828820";"808519";"ABANDONO"
"NxVYWu HbcWBk IjXAiL";"53025514612";"808519";"ABANDONO"
"FsSSKX VLokbr IeCjko";"54218877917";"808519";"ABANDONO"
"Gvmkyf LODkde YrZStV";"60444804300";"808519";"ABANDONO"
"vGntar rNDWvH IIgVfJ";"12250040761";"808519";"ABANDONO"
"TpGMIB NOItGZ rsdAWo";"37187391704";"808519";"ABANDONO"
"UwIUSr ybsnFV fscQUT";"67870393223";"808519";"ABANDONO"
"QuQVvY TwNPcR JhZERh";"86594818163";"808519";"ABANDONO"
"kJyMwE OSTupQ dJdhjM";"47304261300";"808519";"ABANDONO"
"VyzwQx OkuKYl FqzWpJ";"95299184067";"808519";"ABANDONO"
"kREecn oLUeFA KzXhTc";"24917478371";"808519";"ABANDONO"
"tiIUwC lOTiMl iaQYKK";"93100159215";"808519";"ABANDONO"
"BiHvlM MVJZEw DMsWUI";"21685174971";"808519";"ABANDONO"
"RNoBvM dwNOGa wHGQbn";"90279335307";"808519";"ABANDONO"
"QZGvct sPsMra KQMesd";"48889771527";"808519";"ABANDONO"
"zgQtig tMMESx ApKteo";"62077077502";"808519";"ABANDONO"
"lMTzvt gbjoLg UtKuqf";"77222542955";"823259";"ABANDONO"
"GOYtAF lYZUCJ nHpRmI";"87050004709";"823259";"CONCLUÍDA"
"dHejQZ FZpRtj aWzBMF";"46739402921";"823259";"ABANDONO"
"RHexyA DvRcVN EfrTYq";"54741385172";"823259";"ABANDONO"
"zQfQby USretC IckmHp";"66492294070";"823259";"ABANDONO"
"USUWmQ ZuQyjt WQZQmy";"11909170794";"823259";"ABANDONO"
"WiepJW eVIBgQ PYGDVc";"25032983983";"823259";"ABANDONO"
"ROydYJ XSCbmP rvYwvF";"49390557257";"823259";"CONCLUÍDA"
"SKHJQa DFZWdY sCDLkN";"62266740408";"823259";"ABANDONO"
"tAmQZT Jztppn mSijJX";"65592100155";"823259";"CONCLUÍDA"
"FCiDlY Yvqzwi bUOLbm";"47082475124";"823259";"CONCLUÍDA"
"cRaCWA jJGbvw XRjUIh";"09016145820";"823259";"ABANDONO"
"WiSwVl SkxtmR uWjeOS";"62713014858";"823259";"ABANDONO"
"iPRKpJ LFEIGl FzukYy";"43874718255";"823259";"ABANDONO"
"WxpEua jGlYlT GpnsQl";"34929386233";"823259";"ABANDONO"
"SqLSSU iAWDiI VCeSdN";"46822852359";"823259";"ABANDONO"
"WwrQJD ZKxpok cTqupw";"30246130030";"823259";"ABANDONO"
"dQekbb BBmmIy YOgzwm";"45919970709";"823259";"ABANDONO"
"TwEXER rboLCz GaWOHh";"07990952794";"823259";"CONCLUÍDA"
"YUsZnv sElGne wIlQSM";"54270121550";"823259";"CONCLUÍDA"
"xQSVhw HIDzGv YFdGLW";"36981528801";"823259";"ABANDONO"
"GVIDEX OduNAJ TEAHQq";"73631952445";"823259";"ABANDONO"
"BXnTFw CiFydQ cSeIrH";"00251501931";"823259";"ABANDONO"
"QsPkzC VoalHv OWFyKA";"46727468662";"823259";"ABANDONO"
"vxwRPz hzjZLn sVkKrp";"29471670214";"823259";"ABANDONO"
"srBZnN DAioJT VcVoDS";"22566089714";"823259";"ABANDONO"
"jeetnJ tbmgtw WtKVSO";"82424640159";"823259";"ABANDONO"
"YVySFg WttIds VVbMql";"47554812072";"823259";"ABANDONO"
"OAmUdE VXyacG ySwkWy";"53492021203";"823259";"CONCLUÍDA"
"Vlfdwd gOluMY sWXtLc";"87105079574";"823259";"CONCLUÍDA"
"EqdobP AxAiHN repfrn";"43161224220";"823259";"CONCLUÍDA"
"IajSjz ARGXCR TwrReq";"04325306716";"823259";"CONCLUÍDA"
"Nczpuw lhpAIP spapSx";"85559352135";"823259";"CONCLUÍDA"
"FwAwzU VDgVKL nBwvaD";"18850224472";"823259";"CONCLUÍDA"
"mOWKWf VlxqMU jpHwwO";"38584858639";"823259";"CONCLUÍDA"
"mawMYa MBwRZs RPCvrr";"10512526200";"823259";"CONCLUÍDA"
"melYRS rqcnJn vLILnj";"11476244931";"823259";"CONCLUÍDA"
"wRahXC CwqjVz XhzDat";"11785566776";"823259";"CONCLUÍDA"
"NBYgLF hfCxXD yyJnpv";"30292280485";"823259";"ABANDONO"
"acWSVL QWEmBF hnqLPM";"52075530156";"823259";"ABANDONO"
"ZrnPSZ MYxXoY mgZVbr";"82789002421";"823259";"ABANDONO"
"ZeXVJz HFrztb onlSxU";"96671334174";"823259";"ABANDONO"
"vdnJjT PTbntj WvFbHe";"05829115741";"823259";"ABANDONO"
"iaizQA DwlBhi cwZDbs";"10057328528";"823259";"ABANDONO"
"JsldHM VnIEHs kuDDli";"45868570988";"823259";"ABANDONO"
"ncQTLC urHdZs WjfuKr";"66595611487";"823259";"ABANDONO"
